# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/yc1201/rnaseq_ypd1/reference/genomic.gtf" "-t" "exon" "-g" "gene_id" "-o" "/home/yc1201/rnaseq_ypd1/results/counts/candida_counts_matrix.txt" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam
CAALFM_CR02080WA	NC_032096.1;NC_032096.1	456551;456626	456587;456671	+;+	83	4	7	17	20	58	73	5	3
CAALFM_CR02090CA	NC_032096.1	456872	458434	-	1563	1424	1317	1491	1476	1890	1670	1293	1099
CAALFM_CR02100CA	NC_032096.1;NC_032096.1	458808;459379	459322;459412	-;-	549	361	400	490	417	846	723	401	447
CAALFM_CR02110WA	NC_032096.1	459667	462309	+	2643	283	290	352	313	638	629	368	370
CAALFM_CR02120CA	NC_032096.1	462365	463117	-	753	128	143	144	155	339	274	135	124
CAALFM_CR02130WA	NC_032096.1;NC_032096.1	463707;463797	463715;464792	+;+	1005	727	715	880	799	1946	1736	1072	1073
CAALFM_CR02140WA	NC_032096.1;NC_032096.1	465453;465534	465459;466273	+;+	747	254	333	376	337	401	382	318	275
CAALFM_CR02150WA	NC_032096.1	467256	469313	+	2058	428	433	500	389	642	711	483	490
CAALFM_CR02160WA	NC_032096.1	470534	475072	+	4539	419	482	469	454	879	863	431	374
CAALFM_CR02170WA	NC_032096.1	475602	476831	+	1230	3439	3311	3535	3167	5719	5601	3623	3156
CAALFM_CR02180WA	NC_032096.1	478027	479415	+	1389	960	739	849	783	641	588	456	352
CAALFM_CR02190CA	NC_032096.1	479677	482430	-	2754	525	641	583	644	1471	1226	666	611
CAALFM_CR02200CA	NC_032096.1	484025	485110	-	1086	2243	2223	2128	2085	3053	3174	2238	2020
CAALFM_CR02210WA	NC_032096.1	490308	493292	+	2985	213	282	283	258	358	306	198	193
CAALFM_CR02220CA	NC_032096.1	493892	496609	-	2718	154	128	105	103	162	155	37	39
CAALFM_CR02240CA	NC_032096.1	499907	502696	-	2790	83	52	41	84	167	163	9	14
CAALFM_CR02250CA	NC_032096.1	504777	507014	-	2238	761	853	920	903	1298	1372	1078	934
CAALFM_CR02260CA	NC_032096.1	507449	508468	-	1020	172	184	324	404	932	850	220	232
CAALFM_CR02270CA	NC_032096.1	508632	509357	-	726	99	130	245	212	508	550	185	141
CAALFM_CR02280WA	NC_032096.1	510499	511347	+	849	379	338	2781	2735	7465	6437	536	582
CAALFM_CR02290WA	NC_032096.1	511771	512280	+	510	3	13	55	45	149	156	15	12
CAALFM_CR02300CA	NC_032096.1	512524	514905	-	2382	737	645	754	817	1279	1309	626	540
CAALFM_CR02310CA	NC_032096.1	515738	515811	-	74	1	3	28	10	53	46	9	4
CAALFM_CR02320WA	NC_032096.1	516594	516683	+	90	5	4	12	6	13	5	11	9
CAALFM_CR02330CA	NC_032096.1	516753	517862	-	1110	1486	1531	2340	2778	5586	5804	1592	1425
CAALFM_CR02340WA	NC_032096.1;NC_032096.1	518245;518424	518352;519572	+;+	1257	5	16	104	62	215	166	29	10
CAALFM_CR02350CA	NC_032096.1	520042	522621	-	2580	653	440	704	572	1103	977	340	350
CAALFM_CR02360WA	NC_032096.1	525541	526779	+	1239	3084	3152	2636	2274	3414	3232	1586	1513
CAALFM_CR02370WA	NC_032096.1	527702	528628	+	927	441	436	458	526	709	758	370	414
CAALFM_CR02380CA	NC_032096.1	528825	529232	-	408	280	275	323	297	466	502	318	284
CAALFM_CR02390WA	NC_032096.1	530045	532714	+	2670	165	176	166	145	216	138	111	122
CAALFM_CR02400WA	NC_032096.1	533719	535104	+	1386	134	52	163	70	143	91	51	74
CAALFM_CR02410WA	NC_032096.1	535397	538387	+	2991	169	128	178	180	193	216	144	123
CAALFM_CR02420WA	NC_032096.1	538766	539575	+	810	392	418	423	591	628	553	487	381
CAALFM_CR02430CA	NC_032096.1	539688	542237	-	2550	1613	1722	1599	1515	2230	2285	1536	1380
CAALFM_CR02440WA	NC_032096.1	542623	542955	+	333	41	61	38	37	68	85	66	52
CAALFM_CR02460WA	NC_032096.1	544683	546848	+	2166	224	240	253	252	673	644	306	269
CAALFM_CR02470WA	NC_032096.1	547329	547457	+	129	2253	2227	2123	2051	2446	3167	1973	1897
CAALFM_CR02490WA	NC_032096.1	550905	552005	+	1101	50	49	99	70	270	265	22	18
CAALFM_CR02500WA	NC_032096.1	552462	554012	+	1551	232	225	266	235	447	532	183	183
CAALFM_CR02510WA	NC_032096.1	556957	560259	+	3303	193	164	155	180	230	179	103	74
CAALFM_CR02520WA	NC_032096.1	560832	561227	+	396	3901	4514	4600	5196	5452	6833	4866	4598
CAALFM_CR02530WA	NC_032096.1;NC_032096.1	561929;564307	563243;564680	+;+	1689	4203	4684	4668	5346	7390	6703	4374	3776
CAALFM_CR02540WA	NC_032096.1	566051	568717	+	2667	810	907	985	1062	1918	2048	1144	1102
CAALFM_CR02550CA	NC_032096.1	568818	569693	-	876	93	129	126	164	273	294	102	100
CAALFM_CR02560CA	NC_032096.1	570071	573043	-	2973	338	356	360	337	418	302	292	307
CAALFM_CR02570CA	NC_032096.1	574720	575925	-	1206	332	222	245	215	448	532	264	228
CAALFM_CR02580WA	NC_032096.1	576979	577929	+	951	748	822	853	842	995	975	837	779
CAALFM_CR02590CA	NC_032096.1	578065	581277	-	3213	354	419	441	478	874	783	435	449
CAALFM_CR02600WA	NC_032096.1	581329	581982	+	654	381	398	477	448	852	913	473	451
CAALFM_CR02610CA	NC_032096.1	582048	583778	-	1731	991	961	1174	927	1422	1327	1076	1009
CAALFM_CR02620CA	NC_032096.1	584443	584970	-	528	3221	3376	3460	3282	4297	4333	4150	3806
CAALFM_CR02630CA	NC_032096.1	585248	586093	-	846	247	239	268	307	343	471	261	239
CAALFM_CR02640WA	NC_032096.1	600287	602089	+	1803	1699	1792	2335	2505	5350	4969	2597	2296
CAALFM_CR02650CA	NC_032096.1	609126	610355	-	1230	643	572	695	724	1306	1584	532	542
CAALFM_CR02660CA	NC_032096.1	612660	612749	-	90	11	3	0	5	7	9	11	8
CAALFM_CR02670CA	NC_032096.1	613118	614518	-	1401	206	229	142	209	230	177	146	131
CAALFM_CR02680WA	NC_032096.1	615879	618245	+	2367	47	51	87	89	128	142	71	49
CAALFM_CR02690WA	NC_032096.1	618837	619685	+	849	607	694	725	649	1050	1055	735	702
CAALFM_CR02700WA	NC_032096.1	620000	620383	+	384	75	52	52	57	107	125	62	59
CAALFM_CR02710WA	NC_032096.1	620810	622459	+	1650	1131	1217	1357	1549	2356	2404	1254	1192
CAALFM_CR02720CA	NC_032096.1	622652	623521	-	870	792	861	824	886	966	892	755	716
CAALFM_CR02740WA	NC_032096.1	627510	629489	+	1980	1050	813	1189	1183	1871	1565	966	828
CAALFM_CR02750CA	NC_032096.1	630053	630646	-	594	0	4	11	21	32	46	0	3
CAALFM_CR02760CA	NC_032096.1	632985	634427	-	1443	90	127	145	105	236	258	115	143
CAALFM_CR02770CA	NC_032096.1	634965	636134	-	1170	608	613	647	646	851	803	708	647
CAALFM_CR02780WA	NC_032096.1	636866	637357	+	492	43	55	78	61	129	104	49	38
CAALFM_CR02790CA	NC_032096.1	637548	638519	-	972	199	211	202	188	226	248	169	177
CAALFM_CR02800CA	NC_032096.1	638889	641339	-	2451	69	62	48	38	47	36	42	42
CAALFM_CR02810WA	NC_032096.1	641816	643483	+	1668	122	119	130	78	66	72	67	84
CAALFM_CR02820WA	NC_032096.1	644421	646103	+	1683	4016	4024	3892	3360	4047	3844	3354	2983
CAALFM_CR02850CA	NC_032096.1	647406	649544	-	2139	670	620	704	842	1052	1036	662	617
CAALFM_CR02860WA	NC_032096.1	653851	654447	+	597	3110	3398	3552	3353	4468	3655	2670	2698
CAALFM_CR02870WA	NC_032096.1	655163	657649	+	2487	371	412	421	394	802	708	484	405
CAALFM_CR02880WA	NC_032096.1	658227	658640	+	414	518	465	461	487	793	767	390	376
CAALFM_CR02890CA	NC_032096.1	658855	660642	-	1788	926	1013	1165	1197	1760	1891	1208	1094
CAALFM_CR02900WA	NC_032096.1	661103	661894	+	792	8	8	5	5	19	14	6	6
CAALFM_CR02910WA	NC_032096.1	664676	666961	+	2286	27	16	80	67	283	271	41	31
CAALFM_CR02920CA	NC_032096.1	667781	668602	-	822	14	8	45	35	137	75	12	16
CAALFM_CR02930WA	NC_032096.1	672970	678726	+	5757	1326	1298	1234	1409	1784	1637	1369	1101
CAALFM_CR02940CA	NC_032096.1	678887	679966	-	1080	215	294	423	441	925	879	368	322
CAALFM_CR02950CA	NC_032096.1	680604	681185	-	582	2565	2600	2960	2926	3227	3112	2806	2778
CAALFM_CR02960WA	NC_032096.1	681670	682533	+	864	260	256	287	283	545	492	271	220
CAALFM_CR02970CA	NC_032096.1	682676	685207	-	2532	594	562	515	512	1123	1150	553	582
CAALFM_CR02980CA	NC_032096.1	685569	686855	-	1287	2447	2655	3232	3625	5676	5637	3199	2839
CAALFM_CR02990CA	NC_032096.1	686998	688026	-	1029	937	962	936	908	1688	1866	788	768
CAALFM_CR03000CA	NC_032096.1	689760	690260	-	501	202	194	199	177	500	495	257	280
CAALFM_CR03010CA	NC_032096.1;NC_032096.1	690457;690967	690907;691064	-;-	549	279	299	304	276	456	431	388	305
CAALFM_CR03020CA	NC_032096.1	691388	692170	-	783	854	1095	1232	1221	2191	2102	1300	1174
CAALFM_CR03030CA	NC_032096.1;NC_032096.1	692731;693483	693131;693531	-;-	450	111468	124000	115597	115831	139357	135890	131372	121368
CAALFM_CR03040CA	NC_032096.1	693874	695364	-	1491	175	163	189	164	495	462	179	190
CAALFM_CR03050CA	NC_032096.1;NC_032096.1	695733;697443	697343;697517	-;-	1686	232	234	220	223	407	366	208	242
CAALFM_CR03060WA	NC_032096.1	698441	699550	+	1110	3022	3140	3051	3243	3868	3864	3749	3228
CAALFM_CR03070WA	NC_032096.1	699794	700975	+	1182	1378	1341	1357	1275	1822	1769	1441	1341
CAALFM_CR03080CA	NC_032096.1	700998	701573	-	576	439	355	442	501	695	838	463	411
CAALFM_CR03090CA	NC_032096.1;NC_032096.1	701827;702323	702255;702325	-;-	432	4644	4902	4783	4443	4830	6051	5846	5388
CAALFM_CR03100WA	NC_032096.1	702956	706177	+	3222	711	897	897	914	1699	1570	987	808
CAALFM_CR03110WA	NC_032096.1	706382	707911	+	1530	617	626	596	610	645	697	535	423
CAALFM_CR03120WA	NC_032096.1	708144	709112	+	969	1300	1229	1254	1089	1638	1489	1163	1079
CAALFM_CR03130WA	NC_032096.1	709559	709993	+	435	15	10	19	9	32	34	15	14
CAALFM_CR03140CA	NC_032096.1	710184	710984	-	801	97	92	103	99	180	218	53	61
CAALFM_CR03150WA	NC_032096.1	711420	714107	+	2688	861	946	982	942	1255	1187	724	748
CAALFM_CR03160WA	NC_032096.1	714284	715111	+	828	223	215	268	284	448	474	245	201
CAALFM_CR03170WA	NC_032096.1	715385	717121	+	1737	14021	14997	13904	14663	20056	19186	15991	14666
CAALFM_CR03180WA	NC_032096.1	717480	718601	+	1122	359	369	1332	1387	4539	4978	519	458
CAALFM_CR03190CA	NC_032096.1	718810	719053	-	244	125	111	233	228	413	628	110	143
CAALFM_CR03200CA	NC_032096.1	719189	721528	-	2340	962	1014	1197	1222	1994	2069	1158	1076
CAALFM_CR03210CA	NC_032096.1	721748	722428	-	681	481	483	537	565	942	988	523	471
CAALFM_CR03220CA	NC_032096.1	722592	723932	-	1341	93	91	91	67	118	124	60	59
CAALFM_CR03230WA	NC_032096.1	724231	726348	+	2118	453	386	424	443	761	776	312	278
CAALFM_CR03240CA	NC_032096.1	726435	728183	-	1749	231	187	321	338	497	567	295	197
CAALFM_CR03250CA	NC_032096.1	728528	729391	-	864	1797	1700	1777	1579	1991	1490	1349	1111
CAALFM_CR03260WA	NC_032096.1;NC_032096.1	731819;732119	732053;732900	+;+	1017	207	214	227	203	240	219	139	100
CAALFM_CR03270WA	NC_032096.1	734584	736089	+	1506	77	63	81	81	196	193	82	60
CAALFM_CR03280WA	NC_032096.1	737211	738287	+	1077	6031	6337	5743	5525	10690	11378	7370	6518
CAALFM_CR03290CA	NC_032096.1	738489	740051	-	1563	38	42	51	68	198	189	15	32
CAALFM_CR03300CA	NC_032096.1	740776	741861	-	1086	1	10	33	34	77	93	6	14
CAALFM_CR03310CA	NC_032096.1;NC_032096.1;NC_032096.1	742230;743039;743135	742936;743076;743781	-;-;-	1392	887	876	892	1048	1504	1577	831	785
CAALFM_CR03320CA	NC_032096.1	743131	743781	-	651	0	0	0	0	0	0	0	0
CAALFM_CR03330WA	NC_032096.1	744085	745158	+	1074	307	248	255	234	353	368	209	214
CAALFM_CR03340CA	NC_032096.1	745188	746252	-	1065	427	441	372	356	636	641	563	499
CAALFM_CR03350CA	NC_032096.1	746467	748209	-	1743	942	976	915	900	1079	1030	845	763
CAALFM_CR03360WA	NC_032096.1	748450	749193	+	744	700	721	1002	1015	1592	1513	1071	839
CAALFM_CR03370CA	NC_032096.1	749202	750068	-	867	716	705	1210	1376	2628	2874	1104	976
CAALFM_CR03380WA	NC_032096.1	750308	751414	+	1107	230	283	419	355	676	664	334	381
CAALFM_CR03390CA	NC_032096.1	751411	753240	-	1830	615	557	637	611	1199	1167	660	639
CAALFM_CR03400WA	NC_032096.1	753492	756413	+	2922	772	810	832	873	1013	961	812	796
CAALFM_CR03410WA	NC_032096.1	756742	757680	+	939	464	427	501	479	748	744	403	429
CAALFM_CR03420CA	NC_032096.1;NC_032096.1	757726;759489	759406;759538	-;-	1731	909	1005	897	917	1561	1561	818	850
CAALFM_CR03430WA	NC_032096.1	759808	760161	+	354	686	790	876	851	1010	979	941	831
CAALFM_CR03440WA	NC_032096.1	760304	761083	+	780	18	25	23	22	31	16	3	10
CAALFM_CR03450WA	NC_032096.1;NC_032096.1	762146;762719	762618;763934	+;+	1689	257	319	262	231	251	276	92	105
CAALFM_CR03460WA	NC_032096.1	764417	765511	+	1095	1023	1112	1122	1060	1529	1594	1152	973
CAALFM_CR03470WA	NC_032096.1	767511	769010	+	1500	372	323	391	353	695	490	299	330
CAALFM_CR03480WA	NC_032096.1	770493	772619	+	2127	43	38	184	184	463	399	45	57
CAALFM_CR03490WA	NC_032096.1	773209	775044	+	1836	187	273	298	280	662	611	212	237
CAALFM_CR03500WA	NC_032096.1;NC_032096.1	777835;778018	777924;779331	+;+	1404	3898	4544	3738	3777	5058	4474	3668	3596
CAALFM_CR03510WA	NC_032096.1	780328	782037	+	1710	150	162	136	159	276	283	141	146
CAALFM_CR03520CA	NC_032096.1	782046	783887	-	1842	1226	1335	1252	1197	1849	1815	1274	1097
CAALFM_CR03530WA	NC_032096.1	784375	786078	+	1704	5220	5469	5361	5395	7194	6778	5888	5703
CAALFM_CR03540WA	NC_032096.1	786518	787492	+	975	458	517	637	671	1431	1371	648	652
CAALFM_CR03550WA	NC_032096.1	787654	789012	+	1359	1153	1101	1712	1892	4073	4011	1410	1315
CAALFM_CR03560WA	NC_032096.1	789311	790126	+	816	232	196	377	400	726	713	304	290
CAALFM_CR03570CA	NC_032096.1	790132	791100	-	969	790	801	854	841	1035	942	774	759
CAALFM_CR03580CA	NC_032096.1	791587	792717	-	1131	200	248	200	220	330	310	66	89
CAALFM_CR03590CA	NC_032096.1	794436	795215	-	780	41	58	78	84	143	122	37	39
CAALFM_CR03600CA	NC_032096.1	795625	796227	-	603	1832	2003	1721	1659	2301	2724	1915	1759
CAALFM_CR03610CA	NC_032096.1	796561	798915	-	2355	1774	2079	1940	1993	1740	1608	1865	1687
CAALFM_CR03620CA	NC_032096.1	801143	803746	-	2604	15	23	36	17	54	40	14	19
CAALFM_CR03630WA	NC_032096.1	804770	807595	+	2826	253	284	318	281	267	243	241	235
CAALFM_CR03640CA	NC_032096.1	808438	809547	-	1110	761	865	808	721	1278	1367	759	796
CAALFM_CR03650WA	NC_032096.1	809883	812918	+	3036	1262	1540	1536	1554	2430	2500	1459	1406
CAALFM_CR03660CA	NC_032096.1	812990	814756	-	1767	435	416	549	531	671	637	527	477
CAALFM_CR03670WA	NC_032096.1	816393	818339	+	1947	18	25	23	30	55	66	16	12
CAALFM_CR03680CA	NC_032096.1	818425	822147	-	3723	948	902	1000	1054	1747	1599	893	883
CAALFM_CR03690WA	NC_032096.1	823246	825456	+	2211	196	192	198	185	497	465	187	150
CAALFM_CR03700CA	NC_032096.1	825518	829063	-	3546	392	366	407	457	582	574	350	343
CAALFM_CR03710CA	NC_032096.1	829626	830528	-	903	266	241	394	381	968	833	317	354
CAALFM_CR03720WA	NC_032096.1	831859	832830	+	972	23282	23586	22425	20940	52888	49827	31429	29283
CAALFM_CR03730CA	NC_032096.1	833215	834933	-	1719	519	492	652	535	640	505	381	338
CAALFM_CR03740CA	NC_032096.1	836037	836567	-	531	217	199	196	182	283	322	219	206
CAALFM_CR03750CA	NC_032096.1	836856	838037	-	1182	313	378	399	397	735	830	432	396
CAALFM_CR03760WA	NC_032096.1	839136	839924	+	789	365	451	581	606	853	820	483	476
CAALFM_CR03770CA	NC_032096.1;NC_032096.1	840282;840807	840470;840809	-;-	192	34894	40178	35165	34389	43335	41166	42545	39133
CAALFM_CR03780CA	NC_032096.1	841232	841969	-	738	178	154	437	386	1344	1258	248	295
CAALFM_CR03790CA	NC_032096.1	844006	844398	-	393	137	197	449	552	1319	1234	351	368
CAALFM_CR03800CA	NC_032096.1;NC_032096.1	847829;848808	848732;848824	-;-	921	550	538	523	501	901	854	467	510
CAALFM_CR03810WA	NC_032096.1	849445	852048	+	2604	11	7	17	11	28	20	10	10
CAALFM_CR03820CA	NC_032096.1	852102	853577	-	1476	469	568	457	505	676	808	401	454
CAALFM_CR03830CA	NC_032096.1	853958	856669	-	2712	927	1012	984	896	1895	1646	990	975
CAALFM_CR03840CA	NC_032096.1	857988	858500	-	513	26	29	25	34	84	57	36	24
CAALFM_CR03850WA	NC_032096.1	860662	862605	+	1944	224	243	225	166	461	509	178	143
CAALFM_CR03860CA	NC_032096.1	862757	864421	-	1665	629	636	796	634	1100	1249	781	697
CAALFM_CR03870WA	NC_032096.1	864747	865049	+	303	323	336	403	343	489	480	394	376
CAALFM_CR03880WA	NC_032096.1	866454	869279	+	2826	160	212	188	198	289	235	130	131
CAALFM_CR03890WA	NC_032096.1	878579	880504	+	1926	136	143	253	226	255	227	228	170
CAALFM_CR03900WA	NC_032096.1	884029	885798	+	1770	521	542	541	544	660	598	424	454
CAALFM_CR03910CA	NC_032096.1	885976	888228	-	2253	574	576	586	574	978	1060	662	627
CAALFM_CR03920CA	NC_032096.1	888806	890914	-	2109	392	505	551	587	1523	1498	613	467
CAALFM_CR03930CA	NC_032096.1	892917	894218	-	1302	172	116	170	165	310	346	187	138
CAALFM_CR03940WA	NC_032096.1	894731	895831	+	1101	781	785	975	1077	1501	1520	790	832
CAALFM_CR03950WA	NC_032096.1	896166	896951	+	786	433	478	545	532	852	687	546	518
CAALFM_CR03960CA	NC_032096.1	897030	898727	-	1698	479	642	632	671	1053	1012	649	631
CAALFM_CR03970CA	NC_032096.1;NC_032096.1	899035;899729	899651;899762	-;-	651	2005	2176	2256	2136	3382	3504	2453	2119
CAALFM_CR03980WA	NC_032096.1	900136	900864	+	729	510	584	696	815	1489	1487	753	579
CAALFM_CR03990CA	NC_032096.1	901285	902727	-	1443	1195	1290	1407	1486	1856	1863	1424	1248
CAALFM_CR04000WA	NC_032096.1	903050	904336	+	1287	3839	3943	3583	3248	5692	5481	3592	3319
CAALFM_CR04010CA	NC_032096.1	904414	905430	-	1017	2472	2727	2775	2600	3479	3706	2639	2495
CAALFM_CR04020CA	NC_032096.1;NC_032096.1	905753;905882	905790;906449	-;-	606	807	852	915	873	1558	1358	949	815
CAALFM_CR04030WA	NC_032096.1	906681	909368	+	2688	314	281	220	292	455	484	345	271
CAALFM_CR04040CA	NC_032096.1	909343	910701	-	1359	582	672	663	570	979	811	715	600
CAALFM_CR04050CA	NC_032096.1	911098	912951	-	1854	1280	1321	1364	1290	2309	2177	1597	1540
CAALFM_CR04060CA	NC_032096.1	913389	913856	-	468	712	558	647	497	1096	1102	502	391
CAALFM_CR04070WA	NC_032096.1	914672	915199	+	528	975	1098	1097	961	1663	1492	1215	1171
CAALFM_CR04080CA	NC_032096.1	915381	917402	-	2022	4077	4267	3721	3569	6531	6582	4533	4344
CAALFM_CR04090CA	NC_032096.1	917825	919603	-	1779	24978	25315	26258	25778	22783	19723	27856	25387
CAALFM_CR04100CA	NC_032096.1	920395	921009	-	615	98346	105575	104752	101862	92425	88101	117360	108617
CAALFM_CR04110WA	NC_032096.1	921803	923548	+	1746	622	784	864	913	1066	954	774	644
CAALFM_CR04120CA	NC_032096.1	923584	926355	-	2772	593	541	638	678	1222	1251	561	455
CAALFM_CR04130CA	NC_032096.1	926631	927968	-	1338	459	519	419	472	884	802	630	535
CAALFM_CR04140WA	NC_032096.1	928306	929691	+	1386	3798	3968	3962	3899	5190	5176	4728	4099
CAALFM_CR04150WA	NC_032096.1	929946	930866	+	921	577	661	773	754	1094	1164	620	549
CAALFM_CR04160CA	NC_032096.1	930968	932329	-	1362	979	1068	1057	1247	1493	1430	975	915
CAALFM_CR04170WA	NC_032096.1	932629	934485	+	1857	2603	2637	2866	3149	4136	4147	2571	2458
CAALFM_CR04180CA	NC_032096.1	934581	936911	-	2331	1318	1307	1535	1290	2467	2178	1254	1104
CAALFM_CR04190WA	NC_032096.1	937197	938834	+	1638	2338	2270	2330	2093	3937	3662	2706	2449
CAALFM_CR04200WA	NC_032096.1	939255	940436	+	1182	3205	3566	3330	3541	6051	5968	3309	3279
CAALFM_CR04210CA	NC_032096.1	941149	942678	-	1530	1066	695	852	657	1335	1005	475	422
CAALFM_CR04220CA	NC_032096.1	943890	945383	-	1494	149	134	172	167	388	286	91	88
CAALFM_CR04230WA	NC_032096.1	947438	948166	+	729	913	970	1040	981	2018	2078	1297	943
CAALFM_CR04240CA	NC_032096.1	948342	951470	-	3129	3455	3449	3695	3789	5062	4927	3420	2920
CAALFM_CR04250WA	NC_032096.1	952020	953492	+	1473	17	9	27	21	92	70	15	10
CAALFM_CR04260WA	NC_032096.1;NC_032096.1	953783;954127	954047;954152	+;+	291	1326	1382	1449	1390	2001	2263	1720	1652
CAALFM_CR04270CA	NC_032096.1	954290	954736	-	447	38	73	75	88	192	136	72	93
CAALFM_CR04275WA	NC_032096.1	955228	955492	+	265	566	510	2550	2542	8632	8684	821	797
CAALFM_CR04280CA	NC_032096.1	955596	957281	-	1686	601	636	668	686	1138	1053	643	657
CAALFM_CR04290WA	NC_032096.1	957628	957945	+	318	464	525	610	565	682	796	527	481
CAALFM_CR04300WA	NC_032096.1	958467	960608	+	2142	4261	4576	4617	4755	6287	5987	4698	4071
CAALFM_CR04310CA	NC_032096.1	960689	961276	-	588	444	531	642	599	945	883	559	490
CAALFM_CR04330WA	NC_032096.1	961901	963100	+	1200	164	190	160	180	265	269	193	147
CAALFM_CR04340WA	NC_032096.1	963533	966769	+	3237	2734	2823	2609	2529	3955	4012	2226	2099
CAALFM_CR04350CA	NC_032096.1	966882	968228	-	1347	400	426	401	373	647	662	327	326
CAALFM_CR04360CA	NC_032096.1	968673	969152	-	480	9530	10525	10138	10438	11682	11353	9568	9430
CAALFM_CR04370WA	NC_032096.1	969415	970200	+	786	363	444	492	458	724	646	407	414
CAALFM_CR04380CA	NC_032096.1	970313	973171	-	2859	2593	2937	2807	3085	4457	4623	3318	2982
CAALFM_CR04390CA	NC_032096.1	973585	975972	-	2388	433	431	438	390	625	578	411	414
CAALFM_CR04400WA	NC_032096.1	977144	977368	+	225	0	0	2	6	8	5	1	0
CAALFM_CR04410WA	NC_032096.1	977512	978837	+	1326	40	40	40	41	71	79	35	51
CAALFM_CR04420CA	NC_032096.1	979245	979751	-	507	360	321	238	286	472	562	121	98
CAALFM_CR04440CA	NC_032096.1	982073	982408	-	336	37	23	30	24	90	109	10	17
CAALFM_CR04450CA	NC_032096.1	984184	986580	-	2397	220	187	222	177	349	304	177	169
CAALFM_CR04460CA	NC_032096.1	986837	987634	-	798	246	185	192	184	302	262	200	170
CAALFM_CR04470WA	NC_032096.1	987812	988726	+	915	195	204	199	197	227	233	280	228
CAALFM_CR04480CA	NC_032096.1	988875	990404	-	1530	153	125	121	81	166	147	25	60
CAALFM_CR04490CA	NC_032096.1	990786	991736	-	951	267	261	317	216	528	428	235	210
CAALFM_CR04500CA	NC_032096.1	992082	993203	-	1122	335	391	432	380	1005	937	427	404
CAALFM_CR04510WA	NC_032096.1	995376	996830	+	1455	31597	31370	31864	28537	41222	37444	22270	19235
CAALFM_CR04520WA	NC_032096.1	997160	997549	+	390	1616	1727	1610	1531	2550	2418	1667	1550
CAALFM_CR04530WA	NC_032096.1	997809	999197	+	1389	2262	2419	2574	2871	6013	5755	3117	3105
CAALFM_CR04540CA	NC_032096.1	999194	999619	-	426	688	654	695	743	1634	1775	856	776
CAALFM_CR04550WA	NC_032096.1;NC_032096.1;NC_032096.1	999810;999940;1000049	999844;999959;1000746	+;+;+	753	3624	3629	3394	3413	4953	5016	3551	3324
CAALFM_CR04560CA	NC_032096.1	1000795	1001913	-	1119	978	1071	1092	1241	2001	2091	1061	1086
CAALFM_CR04570CA	NC_032096.1	1002171	1003244	-	1074	4691	5202	5176	4957	8520	8764	5580	5196
CAALFM_CR04580WA	NC_032096.1	1004038	1004661	+	624	6657	7017	7041	7189	7310	7568	7443	6690
CAALFM_CR04590CA	NC_032096.1	1004818	1005627	-	810	4527	4307	4509	3895	6967	6585	4556	4050
CAALFM_CR04600WA	NC_032096.1	1006481	1008139	+	1659	1911	1889	1975	1936	3269	3038	2145	1832
CAALFM_CR04610CA	NC_032096.1	1008189	1009691	-	1503	96	135	245	240	529	467	111	113
CAALFM_CR04620CA	NC_032096.1	1009945	1011462	-	1518	3	1	32	32	45	59	11	1
CAALFM_CR04630CA	NC_032096.1	1011959	1013122	-	1164	1	8	31	12	27	24	2	2
